ActorID,FirstName,LastName,Gender,BirthDate,Nationality,AwardsCount,Biography
166,Sophie,Johnson,Kadın,2000-03-13,İngiltere,8,Seslendirme ve dublajda da başarılı çalışmaları vardır. Kültürel çeşitliliği ve insan hikayelerini işler. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
167,Paul,Schmidt,Erkek,1994-03-29,Almanya,2,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Derin karakter analizleri ile tanınmaktadır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
168,Amelie,Schulz,Diğer,1994-06-25,Almanya,3,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Kültürel çeşitliliği ve insan hikayelerini işler. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
169,Manuel,Perez,Erkek,1979-07-26,İspanya,6,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
170,Alice,Richard,Kadın,1965-12-08,Fransa,4,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Kültürel çeşitliliği ve insan hikayelerini işler. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Seslendirme ve dublajda da başarılı çalışmaları vardır.
171,John,Wilson,Erkek,2000-08-02,ABD,8,Seslendirme ve dublajda da başarılı çalışmaları vardır. Film müziklerine özel önem verir ve işbirlikleri yapar. Toplumsal meselelere duyarlı projelerde yer almıştır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
172,Isabel,González,Kadın,1968-10-22,Meksika,1,Seslendirme ve dublajda da başarılı çalışmaları vardır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
173,Lina,Schmidt,Kadın,1987-12-18,Almanya,7,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kültürel çeşitliliği ve insan hikayelerini işler. Toplumsal meselelere duyarlı projelerde yer almıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Derin karakter analizleri ile tanınmaktadır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
174,Nanami,Mori,Kadın,1982-04-04,Japonya,10,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Film müziklerine özel önem verir ve işbirlikleri yapar. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
175,Federica,Rossi,Kadın,1964-12-03,İtalya,9,Film müziklerine özel önem verir ve işbirlikleri yapar. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Derin karakter analizleri ile tanınmaktadır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Seslendirme ve dublajda da başarılı çalışmaları vardır.
176,Finn,Schulz,Erkek,1996-07-17,Almanya,9,Her filmi büyük bir titizlikle yönetir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Kültürel çeşitliliği ve insan hikayelerini işler. Film müziklerine özel önem verir ve işbirlikleri yapar.
177,Martina,Romano,Kadın,1994-11-25,İtalya,0,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Derin karakter analizleri ile tanınmaktadır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Film müziklerine özel önem verir ve işbirlikleri yapar. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
178,John,Rodriguez,Erkek,1990-11-07,ABD,7,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Her filmi büyük bir titizlikle yönetir. Çok yönlü sanatçı kimliği ile tanınır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
179,Min-Jun,Lee,Erkek,1976-12-09,Güney Kore,0,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Seslendirme ve dublajda da başarılı çalışmaları vardır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Çok yönlü sanatçı kimliği ile tanınır.
180,Chloé,Richard,Kadın,1999-07-07,Fransa,8,Her filmi büyük bir titizlikle yönetir. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Kültürel çeşitliliği ve insan hikayelerini işler. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Seslendirme ve dublajda da başarılı çalışmaları vardır.
181,Giulia,Greco,Kadın,1985-06-28,İtalya,3,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Derin karakter analizleri ile tanınmaktadır. Kültürel çeşitliliği ve insan hikayelerini işler. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
182,Amelie,Schmidt,Kadın,1955-08-13,Almanya,8,Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Her filmi büyük bir titizlikle yönetir.
183,Arthur,Wilson,Erkek,1993-11-30,İngiltere,9,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Kültürel çeşitliliği ve insan hikayelerini işler. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
184,Hana,Shin,Kadın,1976-09-07,Güney Kore,1,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
185,Arthur,Evans,Erkek,1962-09-07,İngiltere,6,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kültürel çeşitliliği ve insan hikayelerini işler. Derin karakter analizleri ile tanınmaktadır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
186,Yu-Jin,Park,Kadın,1965-07-17,Güney Kore,7,Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Her filmi büyük bir titizlikle yönetir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur.
187,Aya,Tanaka,Kadın,1950-11-11,Japonya,3,Toplumsal meselelere duyarlı projelerde yer almıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Derin karakter analizleri ile tanınmaktadır. Seslendirme ve dublajda da başarılı çalışmaları vardır.
188,Rina,Gupta,Kadın,1989-10-27,Hindistan,1,Film müziklerine özel önem verir ve işbirlikleri yapar. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
189,Yuma,Tanaka,Erkek,1998-03-26,Japonya,7,Toplumsal meselelere duyarlı projelerde yer almıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
190,Ting,Wang,Kadın,1982-11-30,Çin,7,Derin karakter analizleri ile tanınmaktadır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Çok yönlü sanatçı kimliği ile tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
191,Ethan,Robert,Erkek,1952-11-22,Fransa,5,Her filmi büyük bir titizlikle yönetir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Film müziklerine özel önem verir ve işbirlikleri yapar.
192,Léo,Durand,Erkek,1981-06-16,Fransa,2,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
193,Hao,Yang,Erkek,1998-05-03,Çin,4,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
194,Mehmet,Çelik,Diğer,1986-12-05,Türkiye,10,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
195,Camille,Thomas,Kadın,1985-03-26,Fransa,9,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Derin karakter analizleri ile tanınmaktadır. Kültürel çeşitliliği ve insan hikayelerini işler. Her filmi büyük bir titizlikle yönetir. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
196,Alessia,Marino,Kadın,1958-05-09,İtalya,4,Her filmi büyük bir titizlikle yönetir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
197,Fernando,García,Erkek,1991-02-17,Meksika,8,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Derin karakter analizleri ile tanınmaktadır. Film müziklerine özel önem verir ve işbirlikleri yapar. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
198,Jan,Becker,Erkek,1961-09-19,Almanya,5,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
199,Seung,Yoon,Erkek,1964-03-04,Güney Kore,0,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
200,Leon,Schmidt,Erkek,1982-05-03,Almanya,5,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Kültürel çeşitliliği ve insan hikayelerini işler. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
201,Verónica,García,Kadın,1971-01-03,Meksika,1,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
202,Ece,Yılmaz,Kadın,1996-08-08,Türkiye,0,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Derin karakter analizleri ile tanınmaktadır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
203,James,Jones,Erkek,1958-01-06,İngiltere,5,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Kültürel çeşitliliği ve insan hikayelerini işler. Film müziklerine özel önem verir ve işbirlikleri yapar. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
204,Antonio,Rossi,Erkek,1997-08-05,İtalya,9,Her filmi büyük bir titizlikle yönetir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Çok yönlü sanatçı kimliği ile tanınır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir.
205,Federica,Ricci,Kadın,1986-12-08,İtalya,3,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Film müziklerine özel önem verir ve işbirlikleri yapar.
206,Amelia,Evans,Kadın,1984-06-14,İngiltere,5,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
207,Emma,Robert,Kadın,1975-07-25,Fransa,3,Çok yönlü sanatçı kimliği ile tanınır. Kültürel çeşitliliği ve insan hikayelerini işler. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
208,Aya,Ito,Kadın,1971-06-22,Japonya,1,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
209,Ying,Yang,Kadın,1951-01-31,Çin,2,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Derin karakter analizleri ile tanınmaktadır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Toplumsal meselelere duyarlı projelerde yer almıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
210,John,Williams,Erkek,1956-01-22,İngiltere,3,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Kültürel çeşitliliği ve insan hikayelerini işler. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
211,Lina,Wagner,Kadın,1994-12-14,Almanya,6,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Toplumsal meselelere duyarlı projelerde yer almıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur.
212,Mehmet,Arslan,Erkek,1977-10-21,Türkiye,3,Toplumsal meselelere duyarlı projelerde yer almıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Kültürel çeşitliliği ve insan hikayelerini işler. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
213,Chiara,Colombo,Kadın,1955-12-07,İtalya,3,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Derin karakter analizleri ile tanınmaktadır.
214,Isabella,Taylor,Kadın,1954-12-09,İngiltere,1,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
215,Aslı,Arslan,Kadın,1981-02-07,Türkiye,4,Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Çok yönlü sanatçı kimliği ile tanınır. Film müziklerine özel önem verir ve işbirlikleri yapar.
216,Mia,Meyer,Kadın,1960-08-04,Almanya,6,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
217,Stefano,Romano,Erkek,1990-11-02,İtalya,0,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Çok yönlü sanatçı kimliği ile tanınır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
218,Ana,Fernandez,Kadın,1960-05-07,İspanya,0,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
219,Joon,Kim,Erkek,1963-06-19,Güney Kore,8,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Film müziklerine özel önem verir ve işbirlikleri yapar. Derin karakter analizleri ile tanınmaktadır. Çok yönlü sanatçı kimliği ile tanınır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
220,Ella,Smith,Kadın,1960-09-17,İngiltere,2,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Kültürel çeşitliliği ve insan hikayelerini işler. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
221,Seo-Yeon,Lee,Kadın,1977-11-15,Güney Kore,8,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Seslendirme ve dublajda da başarılı çalışmaları vardır.
222,Ana,Flores,Kadın,1991-08-15,Meksika,7,Çok yönlü sanatçı kimliği ile tanınır. Toplumsal meselelere duyarlı projelerde yer almıştır. Film müziklerine özel önem verir ve işbirlikleri yapar. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
223,Ahmet,Kaya,Erkek,1986-10-15,Türkiye,8,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Film müziklerine özel önem verir ve işbirlikleri yapar.
224,Marco,Esposito,Erkek,1977-08-03,İtalya,8,Derin karakter analizleri ile tanınmaktadır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
225,Carlos,Cruz,Erkek,1953-12-09,Meksika,6,Her filmi büyük bir titizlikle yönetir. Çok yönlü sanatçı kimliği ile tanınır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
226,Jian,Zhou,Erkek,1985-05-19,Çin,9,Derin karakter analizleri ile tanınmaktadır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
227,Nathan,Richard,Erkek,1978-04-06,Fransa,5,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
228,Charles,Thomas,Erkek,1964-09-30,İngiltere,5,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Toplumsal meselelere duyarlı projelerde yer almıştır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Her filmi büyük bir titizlikle yönetir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
229,Ji-Hoon,Park,Erkek,1960-10-04,Güney Kore,10,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
230,Mert,Aydın,Erkek,1972-04-08,Türkiye,8,Seslendirme ve dublajda da başarılı çalışmaları vardır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
231,Okan,Arslan,Erkek,1986-04-13,Türkiye,8,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Her filmi büyük bir titizlikle yönetir. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
232,Hina,Saito,Kadın,1969-12-10,Japonya,6,Seslendirme ve dublajda da başarılı çalışmaları vardır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
233,George,Thomas,Erkek,1955-10-14,İngiltere,2,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
234,Tae-Hyun,Yoon,Erkek,1988-11-10,Güney Kore,0,Seslendirme ve dublajda da başarılı çalışmaları vardır. Derin karakter analizleri ile tanınmaktadır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
235,Max,Schulz,Erkek,1963-05-03,Almanya,9,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Derin karakter analizleri ile tanınmaktadır.
236,Fen,Huang,Kadın,1957-11-14,Çin,2,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çok yönlü sanatçı kimliği ile tanınır. Toplumsal meselelere duyarlı projelerde yer almıştır.
237,Haruka,Shimizu,Diğer,1982-03-21,Japonya,7,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Kültürel çeşitliliği ve insan hikayelerini işler. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
238,Ahmet,Çelik,Erkek,1969-08-25,Türkiye,0,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
239,Inès,Martin,Kadın,1973-11-29,Fransa,3,Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Çok yönlü sanatçı kimliği ile tanınır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
240,Ana,Flores,Kadın,1952-07-13,Meksika,9,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Toplumsal meselelere duyarlı projelerde yer almıştır.
241,Felix,Müller,Erkek,1953-05-28,Almanya,3,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
242,Antonio,Rodriguez,Erkek,1961-09-15,İspanya,5,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
243,Verónica,Pérez,Diğer,1959-12-14,Meksika,1,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Kültürel çeşitliliği ve insan hikayelerini işler. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
244,Robert,Davis,Erkek,1962-03-30,ABD,10,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Toplumsal meselelere duyarlı projelerde yer almıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
245,Alice,Robert,Kadın,1965-09-24,Fransa,4,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Çok yönlü sanatçı kimliği ile tanınır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
246,Carlos,Rodriguez,Erkek,2000-11-29,İspanya,9,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
